City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,selfoss,63.9331,-20.9971,-3.75,90,59,2.68,IS,1702331778
290,viedma,-40.8135,-62.9967,27.42,36,94,13.82,AR,1702331766
291,east london,-33.0153,27.9116,19.29,87,56,1.75,ZA,1702331792
292,champerico,14.3,-91.9167,29.45,67,2,3.1,GT,1702331861
293,inca,39.7211,2.9109,14.87,98,83,1.9,ES,1702331946
294,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,4.63,EC,1702331756
295,zyryanskoye,56.8306,86.6258,-34.55,99,23,2.12,RU,1702331946
296,i-n-salah,27.1935,2.4607,16.11,35,0,5.43,DZ,1702331761
297,madimba,-10.4,40.3333,26.48,85,100,3.53,TZ,1702331946
298,moravske toplice,46.6858,16.2217,1.51,93,88,1.15,SI,1702331946
299,tralee,52.2704,-9.7026,7.75,94,100,2.2,IE,1702331946
300,kayar,14.9192,-17.1211,24.53,68,1,4.68,SN,1702331947
301,bamboo flat,11.7,92.7167,26.81,82,53,3.68,IN,1702331947
302,muswellbrook,-32.2667,150.9,22.91,65,98,3.06,AU,1702331947
303,forbes,-33.3833,148.0167,27.73,39,31,4.39,AU,1702331947
304,baukau,51.5526,7.2042,9.66,83,100,2.24,DE,1702331947
305,sandnessjoen,66.0217,12.6316,-2.94,63,0,1.54,NO,1702331947
306,tamanrasset,22.785,5.5228,14.95,18,0,3.09,DZ,1702331736
307,barra dos coqueiros,-10.9089,-37.0386,28.01,69,0,6.69,BR,1702331947
308,shahrak,34.1074,64.3052,-2.0,78,1,0.99,AF,1702331740
309,santa ana de yacuma,-13.75,-65.4333,26.97,89,75,3.09,BO,1702331352
310,antonio enes,-16.2325,39.9086,26.97,79,86,3.75,MZ,1702331771
311,goondiwindi,-28.55,150.3167,24.15,54,18,6.65,AU,1702331948
312,codrington,-38.2667,141.9667,20.9,82,100,5.73,AU,1702331745
313,carutapera,-1.195,-46.02,26.79,77,51,4.28,BR,1702331948
314,badger,64.8,-147.5333,-8.07,86,100,0.0,US,1702331733
315,ha giang,22.8333,104.9833,21.1,98,33,1.04,VN,1702331948
316,at taraf,25.3628,49.725,17.3,39,75,2.31,SA,1702331948
317,atascocita,29.9988,-95.1766,18.5,40,20,2.57,US,1702331859
318,santo antonio do ica,-3.1022,-67.9397,26.47,92,93,0.69,BR,1702331948
319,nkhotakota,-12.9274,34.2961,26.51,72,72,3.3,MW,1702331949
320,jayapura,-2.5333,140.7,26.66,84,100,2.33,ID,1702331949
321,itacoatiara,-3.1431,-58.4442,24.37,97,100,1.06,BR,1702331949
322,south hedland,-20.4089,118.5983,19.96,68,0,2.06,AU,1702331949
323,zakynthos,37.7914,20.8953,10.91,74,15,2.44,GR,1702331949
324,diego de almagro,-26.3667,-70.05,27.63,18,4,4.91,CL,1702331949
325,luziania,-16.2525,-47.9503,25.83,73,100,2.06,BR,1702331949
326,espanola,35.9911,-106.0806,11.78,28,100,0.57,US,1702331949
327,hue,16.4667,107.6,23.06,100,40,1.03,VN,1702331949
328,karachi,24.9056,67.0822,16.9,82,45,2.57,PK,1702331950
329,juticalpa,14.65,-86.2,31.08,75,45,1.95,HN,1702331950
330,papao,-17.75,-149.55,28.7,78,90,10.98,PF,1702331692
331,kiffa,16.6166,-11.4045,23.8,13,73,4.72,MR,1702331950
332,kumagunnam,13.1551,10.6342,17.44,31,2,4.34,NG,1702331950
333,anadyr,64.75,177.4833,-26.67,75,20,4.0,RU,1702331737
334,pomorie,42.5588,27.6439,3.24,93,100,4.12,BG,1702331950
335,kalat,29.0225,66.5916,3.41,39,48,1.63,PK,1702331950
336,karlskrona,56.1616,15.5866,1.25,97,100,6.52,SE,1702331950
337,brandon,27.9378,-82.2859,17.72,58,0,2.24,US,1702331545
338,buenavista del norte,28.3746,-16.861,22.36,57,54,2.65,ES,1702331950
339,bodaybo,57.8506,114.1933,-28.46,99,100,0.48,RU,1702331951
340,kuanda,56.3161,116.0806,-36.5,98,80,0.28,RU,1702331951
341,safwa,26.6499,49.9522,16.04,67,69,2.72,SA,1702331951
342,hammerfest,70.6634,23.6821,-1.75,93,75,4.63,NO,1702331951
343,rongelap,11.1635,166.8941,27.67,76,73,8.9,MH,1702331761
344,remire-montjoly,4.9167,-52.2667,28.02,78,40,2.57,GF,1702331701
345,bekobod,40.2208,69.2697,-3.17,94,100,5.51,UZ,1702331951
346,nouadhibou,20.931,-17.0347,22.99,31,24,4.63,MR,1702331951
347,luganville,-15.5333,167.1667,25.78,74,100,3.33,VU,1702331553
348,belmonte,-15.8631,-38.8828,26.08,80,81,5.2,BR,1702331951
349,patur,20.45,76.9333,18.75,59,10,2.31,IN,1702331951
350,hanceville,34.0607,-86.7675,10.3,55,0,1.59,US,1702331951
351,constantia,44.1833,28.65,2.61,81,36,4.29,RO,1702331732
352,maceio,-9.6658,-35.7353,25.69,83,0,3.09,BR,1702331861
353,mwinilunga,-11.7358,24.4293,18.34,97,100,1.05,ZM,1702331952
354,mpraeso,6.5932,-0.7346,22.68,44,1,1.46,GH,1702331952
355,holualoa,19.6228,-155.9522,27.1,78,40,4.12,US,1702331915
356,bassila,9.0081,1.6654,24.25,20,3,2.19,BJ,1702331952
357,wewak,-3.5534,143.6268,26.22,89,93,2.31,PG,1702331952
358,palikir - national government center,6.9248,158.1611,28.41,79,100,2.57,FM,1702331737
359,port macquarie,-31.4333,152.9167,24.94,69,5,1.25,AU,1702331952
360,napier,-39.4833,176.9167,17.93,54,0,5.36,NZ,1702331952
361,artesia,33.8658,-118.0831,26.5,53,0,2.24,US,1702331701
362,urengoy,65.9667,78.3667,-25.67,90,100,3.9,RU,1702331953
363,ust'-kut,56.7938,105.7672,-34.76,100,78,0.45,RU,1702331953
364,port isabel,26.0734,-97.2086,20.05,52,0,5.14,US,1702331702
365,knyaze-volkonskoye,48.4642,135.4567,-23.81,96,9,4.05,RU,1702331953
366,akbarabad,29.2464,52.7793,2.79,33,100,0.59,IR,1702331953
367,kruisfontein,-34.0033,24.7314,16.05,86,1,2.97,ZA,1702331732
368,ibresi,55.2961,47.0394,-14.2,84,98,6.57,RU,1702331953
369,ghat,24.9647,10.1728,12.57,37,0,1.31,LY,1702331790
370,fougamou,-1.2154,10.5838,23.73,98,100,0.3,GA,1702331953
371,rumuruti,0.267,36.5389,14.59,96,77,2.57,KE,1702331953
372,nizhniy kuranakh,58.8353,125.4869,-30.99,97,100,1.93,RU,1702331953
373,ceerigaabo,10.6162,47.368,15.04,78,16,1.07,SO,1702331780
374,shirgaon,19.7,72.7,23.19,65,49,2.71,IN,1702331954
375,uturoa,-16.7333,-151.4333,26.96,76,82,8.97,PF,1702331735
376,salalah,17.0151,54.0924,22.66,31,26,1.85,OM,1702331954
377,enewetak,11.3474,162.3373,27.79,79,14,8.73,MH,1702331740
378,al kharijah,25.4514,30.5464,15.39,48,0,3.27,EG,1702331780
379,chulakkurgan,43.765,69.1814,-16.72,58,3,5.97,KZ,1702331954
380,lafia,8.4833,8.5167,26.37,20,1,3.5,NG,1702331955
381,altai,46.3722,96.2583,-14.29,84,65,0.81,MN,1702331955
382,leninskoye,41.7589,69.3864,-6.37,96,100,2.25,KZ,1702331955
383,nova vicosa,-17.8919,-39.3719,25.65,82,81,7.32,BR,1702331486
384,tobelo,1.7284,128.0095,26.64,85,13,2.06,ID,1702331955
385,white oak,39.2131,-84.5994,4.37,63,0,4.12,US,1702331948
386,greeneville,36.1632,-82.831,4.49,60,0,0.89,US,1702331668
387,iyidere,41.0119,40.3619,12.98,66,100,1.55,TR,1702331955
388,vytegra,61.0064,36.4481,-9.8,92,100,5.36,RU,1702331955
389,sarina,-21.4333,149.2167,26.45,1,94,8.43,AU,1702331955
390,rio grande,-32.035,-52.0986,25.06,85,8,6.74,BR,1702331752
391,dan sadau,11.2962,6.4952,19.45,24,0,4.47,NG,1702331955
392,aykhal,66.0,111.5,-26.17,99,100,2.05,RU,1702331746
393,baihar,22.1,80.55,13.27,73,53,0.62,IN,1702331956
394,port-vila,-17.7338,168.3219,24.78,69,75,3.09,VU,1702331956
395,acapulco de juarez,16.8634,-99.8901,29.19,60,98,1.3,MX,1702331956
396,pudozh,61.8099,36.5345,-10.59,92,100,3.13,RU,1702331956
397,beya,53.0533,90.9139,-27.87,98,98,0.47,RU,1702331956
398,cedeira,43.6797,-8.0209,16.88,77,100,8.91,ES,1702331956
399,linxia chengguanzhen,35.6003,103.2064,-0.52,44,0,1.02,CN,1702331956
400,khanty-mansiysk,61.0042,69.0019,-38.94,60,20,1.0,RU,1702331777
401,lycksele,64.5954,18.6735,-8.07,93,75,0.0,SE,1702331956
402,gaalkacyo,6.7697,47.4308,23.99,67,85,6.63,SO,1702331957
403,sola,-13.8833,167.55,26.35,63,100,7.4,VU,1702331767
404,pacific grove,36.6177,-121.9166,17.98,62,0,4.02,US,1702331853
405,jitra,6.2681,100.4217,24.94,94,20,0.51,MY,1702331957
406,vila do maio,15.1333,-23.2167,24.44,67,11,6.78,CV,1702331957
407,fale old settlement,-9.3852,-171.2468,28.91,77,100,10.02,TK,1702331749
408,reggane,26.7158,0.1714,17.96,32,9,5.17,DZ,1702331957
409,revda,56.801,59.9303,-32.36,97,87,1.35,RU,1702331765
410,pangani,-5.4333,38.9667,24.77,89,95,1.85,TZ,1702331957
411,borogontsy,62.6683,131.1683,-39.03,100,99,0.91,RU,1702331957
412,tsiombe,-25.3,45.4833,23.97,94,78,1.14,MG,1702331574
413,talara,-4.5772,-81.2719,27.42,65,0,5.66,PE,1702331958
414,kleinblittersdorf,49.1578,7.0373,9.24,90,75,4.63,DE,1702331724
415,marhaura,25.9667,84.8667,12.96,36,0,2.28,IN,1702331958
416,santiago de cao,-7.9589,-79.2392,22.07,78,34,4.63,PE,1702331787
417,bouafle,6.9904,-5.7442,25.01,58,95,1.6,CI,1702331958
418,swakopmund,-22.6833,14.5333,16.66,84,0,0.89,NA,1702331774
419,saint-joseph,-21.3667,55.6167,24.21,82,33,4.85,RE,1702331755
420,darwin,-12.4611,130.8418,27.75,88,75,3.09,AU,1702331878
421,buon ma thuot,12.6667,108.05,18.52,93,48,2.06,VN,1702331958
422,morehead city,34.7229,-76.726,10.0,70,0,3.6,US,1702331761
423,singleton,-32.5667,151.1833,23.29,94,68,3.51,AU,1702331596
424,el obeid,13.1842,30.2167,22.63,12,79,4.12,SD,1702331959
425,jaru,-10.4389,-62.4664,28.26,75,99,1.31,BR,1702331959
426,vilyuysk,63.7553,121.6247,-27.07,97,100,3.15,RU,1702331959
427,mananjary,-21.2167,48.3333,24.92,91,25,3.38,MG,1702331959
428,at taj,24.2049,23.2857,13.85,62,49,4.15,LY,1702331792
429,salahonda,2.1019,-78.7217,26.53,86,71,5.29,CO,1702331959
430,basco,20.4487,121.9702,26.3,76,47,5.53,PH,1702331959
431,brookings,44.3114,-96.7984,5.21,52,0,7.72,US,1702331775
432,tacuarembo,-31.7333,-55.9833,23.24,71,0,3.34,UY,1702331666
433,mataram,-8.5833,116.1167,24.45,85,80,1.78,ID,1702331960
434,rizokarpaso,35.6,34.375,17.04,69,0,4.16,CY,1702331960
435,ivdel',60.6911,60.4206,-31.01,99,100,1.79,RU,1702331960
436,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,87,40,7.6,RU,1702331718
437,fuli,46.7217,131.1394,-24.05,93,100,2.0,CN,1702331960
438,sussex,41.1834,-74.6663,4.07,74,100,4.63,US,1702331960
439,beidaihehaibin,39.8222,119.5181,-7.47,52,50,3.19,CN,1702331960
440,tidjikja,18.5564,-11.4271,20.6,15,29,5.53,MR,1702331960
441,sitarganj,28.9333,79.7,12.15,60,0,1.04,IN,1702331960
442,porto novo,6.4965,2.6036,28.9,80,72,2.61,BJ,1702331631
443,filomeno mata,20.2,-97.7,12.43,92,100,1.18,MX,1702331960
444,novaya usman',51.6418,39.4086,-5.53,95,100,7.78,RU,1702331961
445,swift current,50.2834,-107.8014,-3.55,50,0,9.77,CA,1702331961
446,udomlya,57.8794,34.9925,-5.71,91,100,4.62,RU,1702331804
447,vadso,70.0744,29.7487,-9.91,79,20,4.63,NO,1702331763
448,flin flon,54.7682,-101.865,-9.09,62,100,7.72,CA,1702331961
449,yeppoon,-23.1333,150.7333,24.88,74,99,8.79,AU,1702331899
450,lebyazh'ye,55.2689,66.4947,-31.11,97,6,2.49,RU,1702331961
451,navia,43.5354,-6.7194,17.37,67,100,3.92,ES,1702331961
452,sastre,-31.7676,-61.8289,30.04,30,0,5.78,AR,1702331961
453,cobija,-11.0267,-68.7692,34.1,59,40,3.09,BO,1702331961
454,jumla,29.2747,82.1838,-0.55,76,4,2.47,NP,1702331961
455,hami,42.8,93.45,-2.36,53,100,2.52,CN,1702331778
456,ruidoso,33.3317,-105.673,14.47,14,0,3.09,US,1702331962
457,arapgir,39.0412,38.4952,6.81,97,100,2.85,TR,1702331962
458,vernon,50.2581,-119.2691,4.23,90,61,0.51,CA,1702331831
459,quibala,-10.7337,14.98,17.42,99,100,0.24,AO,1702331962
460,moranbah,-22.0016,148.0466,23.29,87,100,9.0,AU,1702331962
461,yokadouma,3.5167,15.05,21.73,48,98,0.82,CM,1702331962
462,ponta delgada,37.7333,-25.6667,14.4,82,20,1.03,PT,1702331962
463,perryton,36.4,-100.8027,14.0,21,0,2.06,US,1702331724
464,itaituba,-4.2761,-55.9836,25.09,88,75,1.54,BR,1702331792
465,muisne,0.6,-80.0333,26.25,82,85,3.55,EC,1702331693
466,carnot,4.9409,15.8665,24.0,37,100,1.18,CF,1702331962
467,montanha,-18.1269,-40.3633,26.06,52,72,7.52,BR,1702331963
468,myingyan,21.4667,95.3833,19.95,83,6,2.21,MM,1702331963
469,saudarkrokur,65.7461,-19.6394,-3.5,93,99,1.23,IS,1702331786
470,calvinia,-31.4707,19.776,16.45,41,0,2.72,ZA,1702331963
471,tamala,52.541,43.2515,-8.65,71,100,9.63,RU,1702331963
472,ballina,-28.8667,153.5667,23.77,63,78,0.61,AU,1702331963
473,zheleznodorozhnyy,55.7503,38.0042,-6.47,93,100,5.36,RU,1702331963
474,pangobilian,8.8011,117.8594,26.22,83,1,5.26,PH,1702331963
475,villarrica,-25.75,-56.4333,25.53,82,1,2.04,PY,1702331963
476,omdurman,15.6445,32.4777,24.94,14,19,4.7,SD,1702331963
477,yaren,-0.5472,166.916,29.02,74,12,4.65,NR,1702331756
478,boende,-0.2167,20.8667,22.51,97,100,0.52,CD,1702331964
479,ardakan,32.31,54.0175,11.34,35,87,2.46,IR,1702331964
480,coquimbo,-29.9533,-71.3436,17.85,72,40,6.17,CL,1702331478
481,nemuro,43.3236,145.575,1.45,71,100,4.83,JP,1702331536
482,lerwick,60.1545,-1.1494,5.0,72,100,3.82,GB,1702331732
483,pemba,-12.974,40.5178,28.39,83,20,1.54,MZ,1702331964
484,andergrove,-21.0833,149.1833,25.91,89,81,10.86,AU,1702331964
485,pointe-noire,-4.7761,11.8635,28.04,83,40,1.54,CG,1702331964
486,flying fish cove,-10.4217,105.6791,23.82,88,40,3.09,CX,1702331748
487,bahia de kino,28.8333,-111.9333,27.62,40,100,4.13,MX,1702331964
488,bardai,11.65,7.2333,16.05,29,0,4.24,NG,1702331964
489,ishigaki,24.3448,124.1572,23.07,100,100,5.66,JP,1702331866
490,monrovia,6.3005,-10.7969,25.87,80,54,1.86,LR,1702331964
491,tomatlan,19.9333,-105.25,33.1,35,6,3.6,MX,1702331965
492,mangrol,21.1167,70.1167,20.61,38,90,4.52,IN,1702331965
493,rio grande city,26.3798,-98.8203,20.06,35,100,6.06,US,1702331862
494,zhaotong,27.3167,103.7167,7.2,87,100,1.46,CN,1702331836
495,cannonvale,-20.2833,148.7,24.66,87,42,9.88,AU,1702331965
496,mathba,22.2855,89.9629,14.51,63,0,2.77,BD,1702331965
497,moa,20.6569,-74.9403,26.85,84,53,4.29,CU,1702331965
498,tosontsengel,48.7567,98.2839,-23.67,97,100,0.49,MN,1702331747
499,barrouallie,13.2333,-61.2667,23.79,100,75,3.6,VC,1702331965
500,hovd,48.0056,91.6419,-17.18,79,100,0.92,MN,1702331762
501,hun,29.1268,15.9477,13.76,73,22,4.06,LY,1702331966
502,abeche,13.8292,20.8324,20.43,20,100,4.1,TD,1702331966
503,funafuti,-8.5243,179.1942,30.0,74,100,0.0,TV,1702331966
504,solnechnyy,50.7214,136.6319,-26.65,96,24,1.91,RU,1702331966
505,sbiba,35.5433,9.0737,14.32,56,20,2.57,TN,1702331966
506,tual,-5.6667,132.75,29.04,75,100,4.75,ID,1702331728
507,letterkenny,54.95,-7.7333,8.94,96,100,4.26,IE,1702331966
508,malango,-2.9627,119.9001,19.58,95,83,1.25,ID,1702331966
509,narvik,68.4384,17.4272,-8.19,91,30,2.78,NO,1702331966
510,broome,42.2506,-75.833,1.05,88,100,4.63,US,1702331742
511,cole harbour,44.6724,-63.4751,13.66,96,100,12.35,CA,1702331966
512,floro,61.5996,5.0328,5.54,60,4,4.12,NO,1702331966
513,dhoro naro,25.5,69.5667,18.5,60,14,3.3,PK,1702331966
514,upington,-28.4478,21.2561,24.21,20,0,2.57,ZA,1702331967
515,salina cruz,16.1667,-95.2,25.45,54,90,13.19,MX,1702331721
516,ust'-uda,54.1742,103.0304,-35.7,100,18,0.74,RU,1702331967
517,nogliki,51.8333,143.1667,-22.03,93,10,4.02,RU,1702331810
518,forster,-32.1667,152.5167,25.77,72,8,1.99,AU,1702331967
519,lulea,65.5842,22.1547,-6.96,93,100,1.54,SE,1702331776
520,sao caetano de odivelas,-0.75,-48.02,26.64,80,67,4.15,BR,1702331967
521,ephrata,40.1798,-76.1788,5.15,64,38,1.34,US,1702331726
522,ban su-ngai pa di,6.0724,101.8717,26.77,97,98,0.81,TH,1702331967
523,erenhot,43.6475,111.9767,-10.5,54,99,3.79,CN,1702331522
524,podgornoye,51.735,39.1496,-5.75,93,100,8.0,RU,1702331967
525,khovd,48.0056,91.6419,-17.18,79,100,0.92,MN,1702331968
526,robertson,36.5167,-86.8667,8.99,45,0,1.54,US,1702331968
527,greymouth,-42.4667,171.2,13.34,60,92,8.17,NZ,1702331968
528,guerrero negro,27.9769,-114.0611,22.63,31,68,3.48,MX,1702331782
529,banjar,-8.19,114.9675,25.11,88,74,2.14,ID,1702331968
530,longuyon,49.4455,5.6015,9.11,98,96,2.98,FR,1702331968
531,mwene-ditu,-7.0,23.45,18.14,97,79,1.11,CD,1702331968
532,arteche,12.2645,125.4048,25.34,90,82,2.51,PH,1702331968
533,ta`u,-14.2336,-169.5144,26.35,90,89,8.57,AS,1702331638
534,al qubbah,32.7616,22.2424,11.56,84,32,5.87,LY,1702331725
535,san felice circeo,41.2372,13.0942,14.39,99,72,3.11,IT,1702331782
536,mary,37.0,62.5,5.2,40,100,4.81,TM,1702331969
537,abadeh,31.1608,52.6506,6.98,32,96,0.94,IR,1702331969
538,toguchin,55.2353,84.3858,-29.46,92,9,5.54,RU,1702331969
539,mutuali,-14.8706,37.0044,23.23,83,22,1.11,MZ,1702331969
540,kamiiso,41.8167,140.65,-0.26,87,100,2.74,JP,1702331969
541,colombo,6.9319,79.8478,24.97,90,90,2.62,LK,1702331969
542,fuglafjordur,62.244,-6.814,4.26,86,100,5.3,FO,1702331969
543,ingeniero guillermo n. juarez,-23.9,-61.85,32.65,46,55,4.41,AR,1702331969
544,sao felix do xingu,-6.6447,-51.995,23.44,97,100,0.94,BR,1702331969
545,khorinsk,52.1657,109.7726,-32.24,99,58,0.52,RU,1702331970
546,taro,-8.3862,115.28,23.0,90,57,0.41,ID,1702331970
547,el nido,11.1858,119.3956,27.39,74,99,2.58,PH,1702331970
548,ivanivka,46.7208,34.553,5.79,94,100,1.54,UA,1702331970
549,marsh harbour,26.5412,-77.0636,23.51,81,100,8.88,BS,1702331970
550,didwana,27.4,74.5667,12.84,32,3,1.02,IN,1702331971
551,gaspe,48.8334,-64.4819,6.95,100,100,3.6,CA,1702331971
552,marka,1.7159,44.7717,26.77,82,75,5.81,SO,1702331971
553,taman',45.2117,36.7161,8.02,89,100,1.89,RU,1702331971
554,goundam,16.4145,-3.6708,22.32,18,0,5.11,ML,1702331869
555,happy valley-goose bay,53.3168,-60.3315,-0.83,86,100,4.12,CA,1702331771
556,nar'yan-mar,67.6713,53.087,-14.39,91,100,8.4,RU,1702331750
557,degema hulk,4.7625,6.752,26.18,82,22,2.7,NG,1702331971
558,sao vicente,-23.9631,-46.3919,25.1,59,100,1.03,BR,1702331825
559,ixtlahuacan del rio,20.8667,-103.25,16.03,64,95,2.74,MX,1702331972
560,kapa'a,22.0752,-159.319,27.49,78,20,4.12,US,1702331972
561,danilovka,50.3557,44.1168,-6.75,43,100,10.28,RU,1702331972
562,port saint john's,-31.6229,29.5448,20.11,89,99,1.6,ZA,1702331973
563,gamba,-2.65,10.0,26.13,82,99,0.89,GA,1702331973
564,silver city,32.7701,-108.2803,16.28,12,0,2.06,US,1702331691
565,kikwit,-5.041,18.8162,21.76,98,100,1.16,CD,1702331973
566,junin de los andes,-39.9504,-71.0694,13.75,50,27,7.11,AR,1702331973
567,ushtobe,45.2514,77.9838,-7.1,94,100,4.17,KZ,1702331835
568,la mitra,8.8422,-79.7867,30.49,83,23,4.92,PA,1702331973
569,magistral'nyy,56.1725,107.4458,-37.02,100,50,0.35,RU,1702331973
570,padang,-0.9492,100.3543,26.03,89,96,1.65,ID,1702331973
571,mirnyy,62.5353,113.9611,-29.46,96,100,2.72,RU,1702331973
572,cova figueira,14.8905,-24.2934,23.22,61,9,5.43,CV,1702331799
573,miandrivazo,-19.5167,45.4667,27.97,72,60,1.29,MG,1702331974
574,willowmore,-33.2926,23.4895,18.06,59,0,1.94,ZA,1702331974
575,ust'-ilimsk,58.0006,102.6619,-35.1,100,97,0.1,RU,1702331776
576,ocean city,39.2776,-74.5746,7.14,65,14,2.24,US,1702331956
577,atasu,48.6814,71.6433,-24.72,83,91,8.4,KZ,1702331974
578,kanganpur,30.7663,74.1231,12.52,28,0,2.43,PK,1702331974
579,sayat,38.7839,63.8803,-3.07,51,44,6.41,TM,1702331974
580,brezina,33.0989,1.2608,15.52,26,78,2.21,DZ,1702331783
